Facility_Name,Address,Violation_Description,Grade,Longitude,Latitude
Pleasanton Nursing & Rehab Center,300 Neal St,Adequate handwashing facilities supplied & accessi,G,-121.87139144,37.65799028
Moe's Pizza,2293 International Blvd,Adequate handwashing facilities supplied & accessi,G,-122.23627449,37.78338186
Safeway #1257,4495 First St,"Floors, walls and ceilings: built, maintained, and",G,-121.74311452,37.69795132
Zztribune Tavern,401 13th St,Premises personal/cleaning items vermin-proofing,G,-122.26991090000001,37.80295801
Fat Cat Cafe,1720 Telegraph Ave,Wiping cloths: properly used and stored,G,-122.27015975,37.80700099
7-eleven #39575b,200 N Greenville Rd,Garbage and refuse properly disposed facilities m,G,-121.69885926,37.71007322
Alternatives In Action Hs,6221 E 17th St,Equipment/Utensils - approved installed clean g,G,-122.19551373,37.76435319
Peralta Elementary School,460 63rd St,Proper hot and cold holding temperatures,G,-122.25884504,37.84968673
Charles Howard Elem School,8755 Fontaine St,Equipment/Utensils - approved installed clean g,G,-122.1513414,37.7617052
Gourmet Works,420 Main St,"No rodents, insects, birds, or animals",G,-121.87627285,37.65968773
Gurdwara Sahib Fremont,300 Gurdwara Rd,Plumbing proper backflow devices,G,-121.99706001,37.58545105
Dulceria La Rosa,3606 International Blvd,Signs posted last inspection report available,G,-122.22155897,37.77557624
"Newark Swiss Park, Inc.",5911 Mowry Ave,Food contact surfaces: clean and sanitized,G,-122.00687821,37.52601655
Rosamunde Sausage Grill,911 Washington St,Plumbing proper backflow devices,G,-122.27500369,37.80072116
Westco Gas And Food,731 W Macarthur Blvd,"Toilet facilities: properly constructed, supplied,",G,-122.27012282,37.82732439
Hillside Senior Care,38650 Mission Blvd,Premises personal/cleaning items vermin-proofing,G,-121.96485630000001,37.56921783
Slainte Broadway,131 Broadway,"Equipment, utensils and linens: storage and use",G,-122.27677104,37.7960279
Wendy's,5535 Automall Pkwy,Signs posted last inspection report available,G,-121.97423696,37.50456874
Taqueria Las Comadres,2081 Mountain Blvd,Food contact surfaces: clean and sanitized,Y,-122.20949818,37.82581179
Highland Children's Cen,1322 86th Ave,Signs posted last inspection report available,G,-122.17809764,37.75185058
Oakland Unity Middle School,7200 Bancroft Ave 261,Proper reheating procedures for hot holding,G,-122.17702542,37.76767848
The Florence,37349 Niles Blvd,Equipment/Utensils - approved installed clean g,G,-121.98068807,37.57701422
Monster Pho,3905 Broadway St,Proper cooling methods,G,-122.25734171,37.82653866
Brookvale Elementary,3400 Nicolet Ave,Adequate handwashing facilities supplied & accessi,G,-122.01395001,37.56879594
Red Planet,308 14th St,Signs posted last inspection report available,G,-122.26777387,37.80326524
Fresh & Natural Broadway Cafe,3600 Broadway St,Food contact surfaces: clean and sanitized,G,-122.25925036,37.82342947
Petit Cafe,411 30th St,Proper hot and cold holding temperatures,G,-122.26497178,37.8188551
A's Giant Burger & Teriyaki,4215 Macarthur Blvd,Adequate ventilation and lighting designated area,G,-122.19589165,37.78814025
Blush Organic Frozen Yogurt Pleasanton,3500 Bernal Ave 145,"Floors, walls and ceilings: built, maintained, and",G,-121.85689542,37.66244082
Barnes & Noble Booksellers,4972 Dublin Blvd,"Floors, walls and ceilings: built, maintained, and",G,-121.88563725,37.70617877
Orbit Coffee,1924 35th Ave,Food storage food storage containers identified,G,-122.21878658,37.78246059
Bottles Liquors,1150 Market St,Adequate handwashing facilities supplied & accessi,G,-122.28144122,37.80610408
Oakland Coliseum East #141,7000 Coliseum Way,Adequate handwashing facilities supplied & accessi,G,-122.20141371,37.7501469
Genji Japanese Restaurant,1904 Franklin St 1,Hot and cold water available,G,-122.26735527,37.80732619
Crocker Highlands Elementary School,525 Midcrest Rd,Adequate ventilation and lighting designated area,G,-122.22749776,37.81142405
Daiso Japan,39035 Fremont Hub,Plan Review,G,-121.98822419,37.54618202
Abc Liquors,39485 Fremont Blvd,Plan Review,G,-121.98164654,37.54405703
Lincoln Square Liquors,4100 Redwood Rd #17,Adequate handwashing facilities supplied & accessi,G,-122.18264384,37.79826484
Sugar Dynasty,2725 Stoneridge Dr 104,Adequate handwashing facilities supplied & accessi,G,-121.84992283,37.697011100000005
Carl's Jr.,3770 Telegraph Ave,Food contact surfaces: clean and sanitized,G,-122.26491632,37.82742591
Crown Wines & Spirits,6410 Moraga Ave,"Toilet facilities: properly constructed, supplied,",G,-122.21177157,37.82775647
Sobrante Park Elementary School,470 El Paseo Dr,"Floors, walls and ceilings: built, maintained, and",G,-122.17743752,37.72839945
Homestead,4029 Piedmont Ave,Proper cooling methods,G,-122.25335587,37.82598385
Quickly Jl,328 10th St 119,Thermometers provided and accurate,G,-122.26985433,37.80055044
General Liquors & Grocery,4301 Market St,"Toilet facilities: properly constructed, supplied,",G,-122.27357639,37.83322074
Walgreen's #2150,1763 Santa Rita Rd,Hot and cold water available,G,-121.87508779,37.67593105
Lucky Store #744,6155 W Las Positas Blvd,Proper hot and cold holding temperatures,G,-121.90571739,37.68245326
7-eleven Food Store #14174,3500 Grand Ave,Thermometers provided and accurate,G,-122.24602411,37.81469195
"Soprano Pizza, Pasta & Grill",326 23rd St #ab,"Floors, walls and ceilings: built, maintained, and",G,-122.26452387,37.81187072
Nick's Pizza,6211 Shattuck Ave,Food properly labeled & honestly presented,G,-122.26530291,37.846021
City Of Oakland - Golden Gate Recreation Ctr,1075 62nd St,"Warewashing facilities: installed, maintained, use",G,-122.28168400000001,37.84537163
Pleasanton Marriott,11950 Dublin Canyon Rd,"Equipment, utensils and linens: storage and use",G,-121.93590962,37.69515586
Cupcake Cove,500 12th St 136,Plan Review,G,-122.27350385,37.80396286
Bambu Desserts & Drinks,839 International Blvd #e,Proper hot and cold holding temperatures,G,-122.25170741,37.79383642
Eden Plaza Cafe,3300 Webster St #112,Plan Review,G,-122.26294652,37.82056748
Ny Pizza & Pasta,4001 Santa Rita Rd #5,Food contact surfaces: clean and sanitized,G,-121.87495961,37.69763032
Starbucks #47057,200 Broadway St,"Floors, walls and ceilings: built, maintained, and",G,-122.27632812,37.79607814
Round Table Pizza,6654 Koll Center Pkwy #310,"Warewashing facilities: installed, maintained, use",G,-121.89860690000002,37.65889322
Burgerim Fremont,44029 Osgood Rd 140,Food storage food storage containers identified,G,-121.94060114,37.51140843
Great Wall Chinese Restaurant,6247 College Ave,"Toxic substances properly identified, stored, used",G,-122.25257691,37.8500509
Round Table Pizza,1024 E Stanley Blvd,Premises personal/cleaning items vermin-proofing,G,-121.78255422,37.67887351
Steve And Kate's Camp,3300 Kearney St,Hot and cold water available,Y,-121.97481770000002,37.54767855
Veterans Memorial Building,301 Main St,"Floors, walls and ceilings: built, maintained, and",G,-121.87661193,37.65915093
Lee's Donuts,1448 High St B,Nonfood-contact surfaces clean,G,-122.21432717,37.77273924
Loard's Ice Cream And Candy,5942 Macarthur Blvd #a,"Warewashing facilities: installed, maintained, use",G,-122.18418227,37.77647321
Golden Peacock Restaurant,825 Webster St,Equipment/Utensils - approved installed clean g,G,-122.27125814,37.79946356
Ptp Dry Foods,707 E 12th St,Signs posted last inspection report available,G,-122.25291371,37.79338705
Oakland Coliseum West Main Kitchen,7000 Coliseum Way,Signs posted last inspection report available,G,-122.20141371,37.7501469
Oakland Coliseum West Club Bar,7000 Coliseum Way,Plumbing proper backflow devices,G,-122.20141371,37.7501469
7-eleven 2369-39715a,3192 Santa Rita Rd,"Toilet facilities: properly constructed, supplied,",G,-121.87779848,37.69153118
Starbucks Coffee Company,5900 Owens Dr,"Toilet facilities: properly constructed, supplied,",G,-121.90298375,37.69881561
Kentucky Fried Chicken #215,4961 Mowry Ave,Plumbing proper backflow devices,G,-121.99710087,37.53792538
Quality Inn & Suites,5959 Preston Ave,Equipment/Utensils - approved installed clean g,G,-121.72360638,37.70582678
Nido,444 Oak St,"Toilet facilities: properly constructed, supplied,",G,-122.26686799999999,37.79462271
Coliseum Swap Meet-west(concourse),5401 Coliseum Way,Signs posted last inspection report available,G,-122.21117075,37.76104273
Best Western Pleasanton Inn,5375 Owens Ct,Consumer self service,G,-121.90562709,37.70053217
The Crown Royal Coffee Lar & Tasting Room,2523 Broadway,Wiping cloths: properly used and stored,G,-122.26527957,37.81382844
Achieve Academy,1700 28th Ave,Hot and cold water available,G,-122.22774971,37.78209964
Vinum Bar,2025 Newpark Mall Rd,"Equipment, utensils and linens: storage and use",G,-122.0012848,37.52832783
Island Meat Market,2314 High St,Adequate handwashing facilities supplied & accessi,G,-122.20749648,37.77903078
Lopez Market & Deli,9639 International Blvd,"Food in good condition, safe and unadulterated",R,-122.17155887,37.74573728
Cvs Pharmacy #10119,6750 Bernal Ave,"Food in good condition, safe and unadulterated",G,-121.89745490000001,37.65827496
Haidilao,43349 Boscell Rd,Food storage food storage containers identified,G,-121.97589696,37.50334455
Safeland Market,5701 Foothill Blvd,Equipment/Utensils - approved installed clean g,G,-122.19318682,37.77208016
Kilovolt Coffee,1829 Mandela Pkwy,Nonfood-contact surfaces clean,G,-122.29069621,37.814291299999994
Subway,3030 Pacific Ave,Proper reheating procedures for hot holding,G,-121.75710034,37.67616441
Yummy Grill,4300 International Blvd B,Food storage food storage containers identified,G,-122.21339418,37.77167476
Max's Bakery & Delicatessen Gate 28,1 Airport Dr,Proper hot and cold holding temperatures,G,-122.20122240000002,37.72288105
Kywh Herbs,46324 Warm Springs Blvd,Hot and cold water available,G,-121.93086111,37.49239404
El Burrito Gordo,326 23rd St,Proper hot and cold holding temperatures,G,-122.26452387,37.81187072
Taco Coma,900 81st Ave,Adequate handwashing facilities supplied & accessi,G,-122.18698511,37.75119686
99% Tea House,3623 Thornton Ave,Food contact surfaces: clean and sanitized,G,-122.00922672,37.56289572
Urban Montessori Charter School,5328 Brann St,Signs posted last inspection report available,G,-122.19018729,37.77837596
Afc Sushi @ Safeway #309,39100 Argonaut Way,Plan Review,G,-121.98945559,37.5453453
Oakland Military Institute,3877 Lusk St,Food contact surfaces: clean and sanitized,G,-122.27231271,37.8294463
Cesar,4039 Piedmont Ave,Adequate handwashing facilities supplied & accessi,G,-122.25306032,37.82617109
Specialty's Cafe & Bakery,555 12th St #101,Wiping cloths: properly used and stored,G,-122.27445149,37.8038787
Domino's,3639 Macarthur Blvd,"Floors, walls and ceilings: built, maintained, and",G,-122.19970289,37.79233593
Cvs Pharmacy #9251,3999 Santa Rita Rd,"Toilet facilities: properly constructed, supplied,",G,-121.87548873,37.69652355
Ramen Gaga,2693 Stoneridge Dr 103,Proper hot and cold holding temperatures,G,-121.85057858,37.69573916
Go Go Guo Lao,46537 Mission Blvd,Equipment/Utensils - approved installed clean g,G,-121.92880737,37.49191506
P F Chang's China Bistro,43316 Christy St,Nonfood-contact surfaces clean,G,-121.96452596,37.50096581
Robeks Juice,2300 First St #116,Equipment/Utensils - approved installed clean g,G,-121.76785122,37.68255806
Bowl'd Bbq,4869 Telegraph Ave,Garbage and refuse properly disposed facilities m,G,-122.26277847,37.8354928
Starbucks #5322,1737 Santa Rita Rd #300,Signs posted last inspection report available,G,-121.87389495,37.67501318
Casa Real,410 Vineyard Ave,"Floors, walls and ceilings: built, maintained, and",G,-121.81035249,37.65391165
Panera Bread #0935,43317 Christy St,Signs posted last inspection report available,G,-121.97370333,37.5067879
Gen Korean Bbq,43476 Boscell Rd,Proper hot and cold holding temperatures,G,-121.97508703,37.50311189
Taqueria Zapata,39459 Fremont Blvd,Food storage food storage containers identified,G,-121.98204333,37.54371237
Mountain Mike's Pizza,3120 Santa Rita Rd H,Signs posted last inspection report available,G,-121.87763831,37.69047127
Taqueria La Palma,8217 International Blvd,"Approved thawing methods used, frozen food",G,-122.17904396,37.75502573
Mckay's Taphouse & Beer Garden,252 Main St,Plumbing proper backflow devices,G,-121.87685579,37.65814669
Green Petroleum,39925 Mission Blvd,"Toilet facilities: properly constructed, supplied,",G,-121.95177438,37.55738688
Tay Ho,344 12th St #b,"Toxic substances properly identified, stored, used",G,-122.2692331,37.80211376
Reach Academy,9860 Sunnyside St,Demonstration of knowledge food manager certifica,G,-122.16202638,37.74668382
Oakland Mei Shen Ginseng Co,369 9th St,Food storage food storage containers identified,G,-122.27140455,37.80010443
Blacow Chevron,37635 Blacow Rd,"Toxic substances properly identified, stored, used",G,-122.0122547,37.54352057
J And J Fish And Chicken,8035 International Blvd,"Approved thawing methods used, frozen food",G,-122.18121274,37.75602687
Krispy Kreme Doughnuts,43835 Pacific Commons Blvd,Food contact surfaces: clean and sanitized,G,-121.97022815,37.5013406
Jj Fish & Chicken Restaurant,6001 Macarthur Blvd,Premises personal/cleaning items vermin-proofing,G,-122.18129876,37.77466668
Layonna Vegetarian Health Food,443 8th St,Signs posted last inspection report available,G,-122.27357936,37.79992671
New India Bazar,5113 Mowry Ave,Nonfood-contact surfaces clean,G,-122.00082843,37.53656263
Tana Market,1301 International Blvd,Signs posted last inspection report available,G,-122.24722290000001,37.78989068
Fifth Quarter,6464 Moraga Ave,"Floors, walls and ceilings: built, maintained, and",G,-122.21138839,37.8272893
First Street Wine Co,2211 First St,Food storage food storage containers identified,G,-121.76906057,37.68153568
Grand Avenue Thai Cuisine,384 Grand Ave,Equipment/Utensils - approved installed clean g,G,-122.25370575,37.80877966
Firebrand Artisan Breads,2343 Broadway,Proper hot and cold holding temperatures,Y,-122.26616999999999,37.81299543
Rockridge Bar Gate 8,1 Airport Dr,Food contact surfaces: clean and sanitized,G,-122.20122240000002,37.72288105
Wise Sons,1700 Franklin St,"Toilet facilities: properly constructed, supplied,",G,-122.26844755,37.80623326
Pho 99,7459 Amador Valley Blvd,"Equipment, utensils and linens: storage and use",G,-121.92859721,37.71026169
Denny's #9521,601 Hegenberger Rd,Garbage and refuse properly disposed facilities m,G,-122.19693410000001,37.74529033
The Wave At Emerald Glen Park Concession Bldg.,100 Civic Plz,"Equipment, utensils and linens: storage and use",G,-121.9183051,37.70429104
Five Spice Grocery,47860 Warm Springs Blvd,Food properly labeled & honestly presented,G,-121.92074595,37.47692499
Big Mama's Kitchen,4929 International Blvd,Equipment/Utensils - approved installed clean g,G,-122.20915389,37.76962939
Monaghan's On The Hill,2820 Mountain Blvd,Equipment/Utensils - approved installed clean g,G,-122.19816809,37.81181419
Chase Suite Hotel,39150 Cedar Blvd,Adequate handwashing facilities supplied & accessi,G,-122.0056578,37.52458341
Santa Rita Shell,6750 Santa Rita Rd,Food storage food storage containers identified,G,-121.87115336,37.70020573
Orbit Coffee & Donuts,1225 7th St #c,Adequate handwashing facilities supplied & accessi,G,-122.2900134,37.80387371
Peet's Coffee & Tea,1111 Broadway,"Warewashing facilities: installed, maintained, use",G,-122.27280017,37.80281924
Coco Cafe,1924 Franklin St A,Time as a public health control procedures & reco,G,-122.26718856,37.807582700000005
Wingstop Restaurant,35030 Newark Blvd,Wiping cloths: properly used and stored,G,-122.04885630000001,37.55026477
Taco Bell #31453,4001 Santa Rita Rd #6,"Warewashing facilities: installed, maintained, use",G,-121.87484318,37.6969534
Beauty's Bagel Shop,3838 Telegraph Ave,Proper hot and cold holding temperatures,G,-122.26481621,37.82780341
T2 F11 Burger King #17107,1 Airport Dr,Permits Available,G,-122.20120923,37.72287609
Star Pizza-deli,4514 Market St,Adequate ventilation and lighting designated area,G,-122.27268704,37.83464435
Hampton Inn Pool,46500 Landing Pkwy,Proper hot and cold holding temperatures,G,-121.94028107,37.48576501
Mcdonald's,35192 Newark Blvd,"Warewashing facilities: installed, maintained, use",G,-122.04762387,37.54963282
The Athletic Club Oakland,59 Grand Ave,Equipment/Utensils - approved installed clean g,G,-122.26572507,37.81122747
Just Dance Ballroom,2500 Embarcadero,Equipment/Utensils - approved installed clean g,G,-122.24069766,37.77594268
Marv's House Of Liquors,36601 Newark Blvd #91,Nonfood-contact surfaces clean,G,-122.03315752,37.53889619
Bayview Market And Liquor,10459 Edes Ave,"Floors, walls and ceilings: built, maintained, and",G,-122.17811047,37.73310421
U & I Liquors,4875 Telegraph Ave,"Equipment, utensils and linens: storage and use",G,-122.26283225,37.83529792
Senor Sisig,1628 Webster St,Wiping cloths: properly used and stored,G,-122.26762116,37.80520197
Hooters Of Dublin,7944 Dublin Blvd,"No rodents, insects, birds, or animals",G,-121.93213526,37.70331564
Rios Lovell Winery,6500 Tesla Rd,Equipment/Utensils - approved installed clean g,G,-121.71483224,37.66772019
Tgi Oni Sushi,6100 La Salle Ave,Food contact surfaces: clean and sanitized,G,-122.21019355,37.82640008
Century Pacific Commons,43917 Pacific Commons Blvd,Adequate handwashing facilities supplied & accessi,G,-121.96928844,37.50091248
Massimo's,5200 Mowry Ave,Consumer advisory provided for raw or undercooked,G,-122.00024602,37.53407899
Bowl Of Heaven,43986 Pacific Commons Blvd,Hot and cold water available,G,-121.96925813,37.5011153
Korean Cuisine,4185 Cushing Pkwy,Signs posted last inspection report available,G,-121.95032347,37.49088096
Bayside Cafe At Lam Research,4650 Cushing Pkwy,Nonfood-contact surfaces clean,G,-121.95820483,37.48863351
Garre Vineyard And Winery Inc,7986 Telsa Rd,Food contact surfaces: clean and sanitized,G,-121.69818229,37.66504345
First Street Alehouse,2106 First St,Proper hot and cold holding temperatures,G,-121.76979173,37.68134655
Pizza Italia,34765 Ardenwood Blvd,"Equipment, utensils and linens: storage and use",G,-122.0539582,37.55273753
Mission Valley Arco,40077 Mission Blvd,Food storage food storage containers identified,G,-121.95096414,37.55689905
Dollar Tree #04492,35233 Newark Blvd C,Nonfood-contact surfaces clean,G,-122.04608116,37.54749469
Bob's Smoke Shop,5914 International Blvd,"Floors, walls and ceilings: built, maintained, and",G,-122.19892597,37.76483678
Shiba Ramen,1438 Broadway,Nonfood-contact surfaces clean,G,-122.27083677,37.80484088
85c Bakery Cafe,2725 Stoneridge Dr 101,Food separated and protected,G,-121.84992283,37.697011100000005
Yaya Poke,388 9th St 101,"Floors, walls and ceilings: built, maintained, and",G,-122.27137881,37.80035313
Redwood Healthcare Center,3145 High St,"Floors, walls and ceilings: built, maintained, and",G,-122.19886101,37.78529307
Bernal Arco,3121 Bernal Ave,Signs posted last inspection report available,G,-121.85762894,37.66864564
Peets Coffee Raley's,5420 Sunol Blvd,Demonstration of knowledge food manager certifica,G,-121.87853022,37.65179273
Componere Fine Catering,5836 San Pablo Ave,Adequate ventilation and lighting designated area,G,-122.28333918,37.84183369
The Trappist,460 8th St,Person in charge present and performs duties,G,-122.27500541,37.80069729
Subway #27641,1980 Driscoll Rd,Adequate handwashing facilities supplied & accessi,G,-121.94722906,37.54225868
Oakland Coliseum West Bp #208,7000 Coliseum Way,Signs posted last inspection report available,G,-122.20141371,37.7501469
Ristorante Il Porcino,3339 Walnut Ave,Plan Review,G,-121.98036869999999,37.55035062
Vallejo Mill Elementary School,38569 Canyon Heights Dr,Hot and cold water available,Y,-121.96154036,37.58398102
367-1170d Storage T2 Dock - Term 2x,1 Airport Dr,"Floors, walls and ceilings: built, maintained, and",G,-122.2131669,37.71258749
Hawthorn Suites,1700 N Livermore Ave,Signs posted last inspection report available,G,-121.77353662,37.69753935
Bareknuckle Pizza,351 12th St,Signs posted last inspection report available,G,-122.26969135,37.80201125
Alisal Elementray School,1454 Santa Rita Rd,Equipment/Utensils - approved installed clean g,G,-121.87238074,37.67196926
Parra's Restaurant,3284 International Blvd,Signs posted last inspection report available,G,-122.22472761,37.77709096
Highwire Coffee Roasters,5655 College Ave,"Floors, walls and ceilings: built, maintained, and",G,-122.25282666,37.84460999
Meadow Square Liquors,41200 Blacow Rd F,"Floors, walls and ceilings: built, maintained, and",G,-121.97047583,37.52311511
Marana Cafe,555 19th St,Signs posted last inspection report available,G,-122.27148281,37.80859114
Chipotle Mexican Grill,2760 Mowry Ave,Adequate handwashing facilities supplied & accessi,G,-121.98604590000001,37.55143423
Lounge 3411,3411 Macarthur Blvd,Premises personal/cleaning items vermin-proofing,G,-122.20158837,37.79469265
Santa Fe Taqueria,7356 Thornton Ave,Equipment/Utensils - approved installed clean g,G,-122.03788773,37.53016525
India Foods,3912 Decoto Rd,Adequate handwashing facilities supplied & accessi,Y,-122.03195658,37.57141661
Livermore Gas,1175 Catalina Dr,Equipment/Utensils - approved installed clean g,G,-121.78065383,37.66262404
Adeline Market And Liquor,5702 Adeline St,Adequate handwashing facilities supplied & accessi,G,-122.27387913,37.84181164
Togo's Eatery,3120 Santa Rita Rd #d,"Toilet facilities: properly constructed, supplied,",G,-121.87840592,37.69001776
Falafel Village,7410 Amador Valley Blvd B,Plumbing proper backflow devices,G,-121.92785086,37.709884100000004
First Street Shell,4212 First St,"Toilet facilities: properly constructed, supplied,",G,-121.86991964,37.66309309
Wendy's,1051 Airway Blvd #1,Adequate ventilation and lighting designated area,G,-121.81858727,37.70332407
Little Caesars,6447 International Blvd #e,Demonstration of knowledge food manager certifica,G,-122.19436279,37.76264285
Starbucks Coffee Co#9259,5605 Automall Pkwy,Nonfood-contact surfaces clean,G,-121.97616119,37.50414641
Jefferson Child Care Ct,1975 40th Ave,Equipment/Utensils - approved installed clean g,G,-122.2134149,37.77913651
Gong Cha Tea House,39730 Cedar Blvd,Time as a public health control procedures & reco,G,-121.99620713,37.52063239
Newark Portugese Sports Club,7355 Thornton Ave,"Floors, walls and ceilings: built, maintained, and",Y,-122.03789798,37.53019189
Howden Market,1630 Webster St,Adequate handwashing facilities supplied & accessi,G,-122.26761352,37.80521429
Choice Corner,198 10th St,Food contact surfaces: clean and sanitized,G,-122.26665057,37.79935156
Oakland Coliseum West #130,7000 Coliseum Way,Adequate handwashing facilities supplied & accessi,G,-122.20141371,37.7501469
Starbucks #24527,511 Main St,Food storage food storage containers identified,G,-121.87597913,37.66065118
Sweetart Creative Baking,4290 Stanley Blvd,"Equipment, utensils and linens: storage and use",G,-121.87292392,37.66569783
Centerville Jr High/cafeteria,37720 Fremont Blvd,"Food in good condition, safe and unadulterated",G,-122.00144341,37.55536517
Jamba Juice #103,500 12th St 129,Food storage food storage containers identified,G,-122.27350385,37.80396286
Happy Burrito #1,1616 Webster St,"Toilet facilities: properly constructed, supplied,",G,-122.26766699999999,37.80512808
Carl's Jr,37000 Fremont Blvd,Food storage food storage containers identified,G,-122.01101170000001,37.56082347
Burger King,34943 Newark Blvd,Food contact surfaces: clean and sanitized,G,-122.04971039,37.55064428
Mk Noodles,7265 Regional St,Plan Review,G,-121.93306047,37.70602241
Comfort Inn,47031 Kato Rd,Proper hot and cold holding temperatures,G,-121.93391932,37.48014566
Bella Vista School Cafe,1025 E 28th St,Adequate ventilation and lighting designated area,G,-122.23740831,37.80061105
Johnny's Donuts,7355 Village Pkwy,Food storage food storage containers identified,G,-121.92756672,37.71222459
Aburaya,362 17th St,"Equipment, utensils and linens: storage and use",G,-122.26765939,37.80585937
Kinders Bbq,43761 Boscell Rd,Equipment/Utensils - approved installed clean g,G,-121.98453156,37.51042297
101 Tea Plantation,46859 Warm Springs Blvd,Signs posted last inspection report available,G,-121.93003811,37.48822229
Melrose Market,4840 Melrose Ave,"Floors, walls and ceilings: built, maintained, and",G,-122.20528478,37.77435502
Vitality Bowls,2175 First St,Adequate handwashing facilities supplied & accessi,G,-121.76930946,37.68146131
Saysetha Restaurant,6230 Telegraph Ave,Food contact surfaces: clean and sanitized,G,-122.26037608,37.84851713
Panda Express,5829 Jarvis Ave E,Signs posted last inspection report available,G,-122.04822834,37.55227015
Sully's Cafe,6200 Northfront Rd,Impoundment,G,-121.71868968,37.71170493
Panda Express,44047 Osgood Rd #200,Signs posted last inspection report available,G,-121.94054978,37.51132867
Daughter Thai Kitchen,6118 Medau Pl,Time as a public health control procedures & reco,R,-122.2106183,37.82704566
Jack In The Box #j413,6510 Telegraph Ave,"Toilet facilities: properly constructed, supplied,",G,-122.25998445,37.85130274
Oakland Coliseum West #316,7000 Coliseum Way,Adequate handwashing facilities supplied & accessi,G,-122.20141371,37.7501469
West Campus Quarry Lane School,4444 Black Ave #b,Hot and cold water available,G,-121.87588206,37.67219268
Wah Hang Market #2,383 8th St,Proper hot and cold holding temperatures,G,-122.27221775,37.79928708
Dollar Tree Stores Inc #3014,7775 Amador Valley Blvd,"Food in good condition, safe and unadulterated",G,-121.93461276,37.70737923
Afc Sushi @ Safeway #993,3902 Washington Blvd,Hot and cold water available,G,-121.95759718,37.53266213
Hometown Donuts #3,5040 International Blvd A,Premises personal/cleaning items vermin-proofing,G,-122.20832841,37.76928224
Range Life,2160 Railroad Ave,Premises personal/cleaning items vermin-proofing,G,-121.77045365,37.68318403
Oakland Express Market,10319 International Blvd,Adequate handwashing facilities supplied & accessi,G,-122.16782979999999,37.74071197
The Cheese Steak Shop,3308 Lakeshore Ave,Premises personal/cleaning items vermin-proofing,G,-122.24381626,37.81052165
Blue Bottle Coffee,300 Webster St,"Floors, walls and ceilings: built, maintained, and",G,-122.27312754,37.79593320000001
Cafe Ngay,1623 International Blvd,Premises personal/cleaning items vermin-proofing,G,-122.24373329999999,37.78805247
Red Boy Pizza Redwood,4100 Redwood Rd,Food contact surfaces: clean and sanitized,G,-122.18308384,37.79751091
Roam Artisan Burger,1951 Telegraph Ave,Equipment/Utensils - approved installed clean g,G,-122.26968918,37.80927925
Simply Thai,6295 Jarvis Ave,Hot and cold water available,G,-122.05201196,37.54948946
Supreme Liquors,2787 Hopyard Rd,Permits Available,G,-121.89599489,37.67530333
Patio,310 Main St A,Adequate ventilation and lighting designated area,G,-121.87659526,37.65911996
Tertulia Coffee Llc,1951 Telegraph Ave,Hot and cold water available,G,-122.26968918,37.80927925
Cookies By Design,4247 Rosewood Dr #15,"Equipment, utensils and linens: storage and use",G,-121.87575115,37.69925872
Mike's Mini Mart,8917 Macarthur Blvd,"Toilet facilities: properly constructed, supplied,",G,-122.16165597,37.75634954
Te Connectivity Cafeteria,6801 Kaiser Dr,Equipment/Utensils - approved installed clean g,G,-122.06770695,37.55033333
7-eleven #35697,39450 Fremont Blvd,Nonfood-contact surfaces clean,G,-121.98134596,37.54503982
Maloney School,38700 Logan Dr,Plan Review,G,-121.99759764,37.54643066
Algahim Market,2736 35th Ave,Adequate handwashing facilities supplied & accessi,G,-122.20853608,37.78904767
Party City,4575 Rosewood Dr 5,Adequate handwashing facilities supplied & accessi,G,-121.8849863,37.70071336
Dick's Sporting Goods,43923 Pacific Commons Blvd,Hot and cold water available,G,-121.97007620000001,37.50043126
Temescal Produce Market,5121 Telegraph Ave,"Toxic substances properly identified, stored, used",G,-122.26229654,37.83745073
Mi Tierra Panaderia,9520 International Blvd,"Floors, walls and ceilings: built, maintained, and",G,-122.17141736,37.74627039
La Casita,41240 Fremont Blvd,Adequate handwashing facilities supplied & accessi,G,-121.95806895,37.52702483
Tpumps,42130 Blacow Rd,Equipment/Utensils - approved installed clean g,G,-121.957254,37.52428063
Mr Dewie's Cashew Creamery,4184 Piedmont Ave F,Food contact surfaces: clean and sanitized,G,-122.25117345,37.82700634
Fortune Cookie Factory,261 12th St,Hot and cold water available,G,-122.26758205,37.80117434
Subway Sandwiches #6967,4300 Macarthur Blvd,"Floors, walls and ceilings: built, maintained, and",G,-122.19436191,37.78721822
I Pizza,39974 Cedar Blvd,"Toxic substances properly identified, stored, used",G,-121.99127221,37.51922117
Chhorn Donuts & Subs,1460 7th St B,"Food in good condition, safe and unadulterated",G,-122.29519053,37.80540605
Cvs Pharmacy #10924,3010 Bernal Ave,Signs posted last inspection report available,G,-121.85676439,37.66988176
Tb Tea,39115 Cedar Blvd,"Floors, walls and ceilings: built, maintained, and",G,-122.00664801,37.52333584
Fairwood Cafe,35204 Newark Blvd,Food contact surfaces: clean and sanitized,G,-122.04579776,37.54916345
Popeye's,35193 Newark Blvd,"Equipment, utensils and linens: storage and use",G,-122.04645647,37.54849804
Lo Coco's Restaurant & Pizzeria,4270 Piedmont Ave,Food contact surfaces: clean and sanitized,G,-122.2494832,37.82832973
Fremont Gas & Food,43250 Grimmer Blvd,Food storage food storage containers identified,G,-121.96663476,37.51536519
